SEED	BEST_MATCH_SCORE	MATCH_1	MATCH_2	MATCH_3
SW1271	0.333333333333333	WM1158	Sarc9371	SCLC-21H
TT	0.333333333333333	HT	TF-1	TI-73
SJRH30	0.337301587301587	JHU-013	Sarc9371	JHU-019
SK-GT-4	0.337301587301587	KG-1-C	Set2	KP-N-YS
COLO-668	0.3375	Calu-1	Caov-2	Caov-3
COLO-678	0.3375	Calu-1	Caov-2	Caov-3
COLO-684	0.3375	Calu-1	Caov-2	Caov-3
EW-22	0.337777777777778	EW7476	NCI-H220	BC-2
NBsusSR	0.339047619047619	NB(TU)1-10	Kasumi-3	NK-92MI
RPMI-7951	0.339814814814815	NCI-H719	NCI-H735	TI-73
RPMI-8402	0.339814814814815	NCI-H820	NCI-H460	NCI-H2081
D-283MED	0.341666666666667	RD-ES	DMS-153	NK-92MI
647-V	0.341666666666667	CP67-MEL	K4	BC-2
RC-K8	0.341666666666667	NCI-H128	NCI-H508	NCI-H820
RO82-W-1	0.341666666666667	OMC-1	UISO-MCC-1	P3HR-1
LAN-6	0.341666666666667	NCI-H460	NCI-H865	NCI-H1618
ZR-75-30	0.341666666666667	BL-70	TI-73	CRO-AP3
SNB75	0.341666666666667	NCI-H735	MB157	MDA-MB-175-VII
SU-DHL-8	0.341666666666667	U-CH1	OSA-80	SCLC-21H
CCRF-CEM	0.341666666666667	RD-ES	CRO-AP3	HCC-33
NU-DUL-1	0.341666666666667	U-CH1	UISO-MCC-1	NCI-H128
SU-DHL-4	0.341666666666667	U-CH1	SCLC-21H	Hs-939-T
SU-DHL-6	0.341666666666667	U-CH1	HUH-6-clone5	SCLC-21H
RCC10RGB	0.341666666666667	MCC13	MC-1010	SCLC-21H
SU-DHL-5	0.341666666666667	U-CH1	HUH-6-clone5	SCLC-21H
L-428	0.341666666666667	NCI-H128	SCLC-21H	NCI-H2081
Daudi	0.341666666666667	Kasumi-3	Calu-1	Takigawa
G-292-Clone-A141B1	0.342592592592593	HUH-6-clone5	Geo	KG-1-C
LOXIMVI	0.342857142857143	LIM1215	MDA-MB-175-VII	Caov-2
LS-411N	0.342857142857143	LIM1215	Calu-1	TALL-1
DU-4475	0.342857142857143	DMS-153	MDA-MB-175-VII	DV-90
RERF-GC-1B	0.342857142857143	EFE-184	U-CH1	Tera-1
GI-ME-N	0.342857142857143	UISO-MCC-1	KG-1-C	MHH-ES-1
D-263MG	0.342857142857143	DMS-153	NK-92MI	DV-90
D-423MG	0.342857142857143	DMS-153	NK-92MI	DV-90
A375	0.345238095238095	MDA-MB-175-VII	A1847	BL-70
BE2-M17	0.346428571428571	BC-2	MY-M12	Tera-1
NB69	0.346666666666667	NB(TU)1-10	NK-92MI	NCI-H1926
SKN	0.349206349206349	KP-N-YS	KP-N-RT-BM-1	Ishikawa(Heraklio)02ER-
Becker	0.35	BC-2	BC-3	EFE-184
MES-SA	0.35	MCAS	DMS-153	OUMS-23
BT-549	0.35	BC-2	BC-3	BL-70
BICR78	0.35	BC-2	BC-3	BL-70
HEL	0.35	HT	HUH-6-clone5	MHH-ES-1
HPAC	0.35	HCC-33	HT	HUH-6-clone5
CCF-STTG1	0.35	Calu-1	SCLC-21H	HCC-33
ECC4	0.35	EW7476	MCC13	MCC26
Hey	0.35	HT	MHH-ES-1	Ishikawa(Heraklio)02ER-
OVISE	0.35047619047619	OVCA432	OVCA433	OVCAR-2
OVMIU	0.35047619047619	OVCA432	OVCA433	OVCAR-2
U-698-M	0.35047619047619	U-CH1	HUH-6-clone5	NK-92MI
U-87-MG	0.35047619047619	U-CH1	UISO-MCC-1	VMRC-MELG
RPMI-8866	0.351851851851852	NCI-H865	RD-ES	Kasumi-3
RPMI-2650	0.351851851851852	NCI-H220	NCI-H460	NCI-H508
RPMI-8226	0.351851851851852	NCI-H220	NCI-H820	NCI-H865
ES3	0.353535353535354	IOSE-364(-)	Hs-939-T	Sarc9371
ES5	0.353535353535354	IOSE-523(-)	Set2	EW7476
ES6	0.353535353535354	IOSE-364(-)	Set2	EW7476
MIA-PaCa-2	0.355	MC-IXC	MY-M12	MCAS
RERF-LC-MS	0.355555555555556	PLC-PRF-5	EFE-184	KP-N-YS
P12-ICHIKAWA	0.355555555555556	P116	Ishikawa(Heraklio)02ER-	P3HR-1
C8166	0.355555555555556	NCI-H1618	P116	786-0
RERF-LC-KJ	0.355555555555556	PLC-PRF-5	EFE-184	RD-ES
PF-382	0.357142857142857	EFE-184	NCI-H820	PC-3_[JPC-3]
LAMA-84	0.357142857142857	OSA-80	EFE-184	Kasumi-3
SK-OV-3	0.357142857142857	KG-1-C	KYSE-30	Caov-3
SCaBER	0.357142857142857	OVCAR-2	Sarc9371	OVCAR-10
D-336MG	0.357142857142857	HCC-33	DV-90	BC-3
SIG-M5	0.357142857142857	DMS-153	LIM1215	NCI-H508
SiHa	0.358695652173913	Ishikawa(Heraklio)02ER-	Sarc9371	OSA-80
HARA	0.358695652173913	Ishikawa(Heraklio)02ER-	HT	Jurkat
HD-MY-Z	0.358928571428571	Hs-939-T	HUH-6-clone5	HT
M059K	0.36	MB157	H2596	WM902B
DAN-G	0.36	DV-90	DMS-153	MDA-MB-175-VII
SF539	0.36	SW403	IOSE-523(-)	H2596
J-RT3-T3-5	0.36	Jurkat	JHU-013	PLC-PRF-5
M059J	0.36	MB157	H2596	WM902B
GAK	0.361111111111111	Takigawa	Geo	MCAS
697	0.361111111111111	CP67-MEL	BL-70	TI-73
LoVo	0.361111111111111	Toledo	Caov-2	Caov-3
AGS	0.361111111111111	Kasumi-3	Takigawa	A1847
ACN	0.361111111111111	Sarc9371	A1847	BC-2
BB30-HNC	0.3625	BC-3	BC-2	BL-70
EHEB	0.364285714285714	EFE-184	HT	MHH-ES-1
LB647-SCLC	0.366666666666667	CP67-MEL	MKL-1-subclone-2	BC-2
G-402	0.366666666666667	BC-2	BL-70	DV-90
ACHN	0.366666666666667	U-CH1	Sarc9371	NCI-H128
A673	0.366666666666667	TI-73	Caov-3	CP67-MEL
IA-LM	0.366666666666667	UISO-MCC-1	TI-73	Calu-1
A253	0.366666666666667	H2596	Caov-3	WM239A
LB2518-MEL	0.366666666666667	CP67-MEL	VMRC-MELG	LIM1215
Mo	0.366666666666667	OMC-1	MCAS	MB157
OVTOKO	0.368253968253968	OVCA432	OVCA433	OVCAR-2
ARH-77	0.375	OVCAR-10	Sarc9371	A1847
SKG-IIIa	0.375	KG-1-C	NK-92MI	Takigawa
HeLaSF	0.375	MHH-ES-1	MCAS	HT
UWB1.289	0.375	WM1158	WM239A	JHU-019
HeLa	0.375	HT	Tera-1	HUH-6-clone5
SLVL	0.375	SCLC-21H	TALL-1	Set2
T98G	0.375	Takigawa	HT	K8
BB49-HNC	0.375	BC-2	BC-3	BL-70
BB65-RCC	0.375	BC-2	BC-3	BL-70
SIMA	0.375	Sarc9371	OSA-80	WM239A
TGBC1TKB	0.375	TF-1	TMK-1	BC-2
Detroit562	0.377777777777778	Geo	Set2	DMS-153
MPP-89	0.38	MKL-2	MC-IXC	MY-M12
A4-Fuk	0.38	A1847	Calu-1	Caov-2
WIL2-NS	0.380952380952381	KP-N-YS	WM239A	WM902B
D-247MG	0.380952380952381	NK-92MI	DV-90	BC-2
D-542MG	0.380952380952381	NK-92MI	DV-90	BC-2
MOG-G-UVW	0.380952380952381	MDA-MB-175-VII	MHH-ES-1	KG-1-C
TGBC11TKB	0.383333333333333	TF-1	MC-1010	TMK-1
RT4	0.388888888888889	HT	KP-N-RT-BM-1	RD-ES
FADU	0.388888888888889	Calu-1	Kasumi-3	MCAS
GCIY	0.388888888888889	MC-IXC	NCI-H128	NCI-H220
TCCSUP	0.388888888888889	MCAS	MCC13	MCC26
Daoy	0.388888888888889	Caov-2	Caov-3	MDA-MB-175-VII
A431	0.388888888888889	Calu-1	P3HR-1	TALL-1
J82	0.388888888888889	K8	Jurkat	JHU-013
RWPE2-W99	0.388888888888889	WM239A	RD-ES	Set2
Raji	0.388888888888889	Tera-1	Kasumi-3	Takigawa
KELLY	0.39	K1	K4	K8
RL	0.39	RD-ES	BL-70	MKL-2
TT2609-C02	0.39	TF-1	TI-73	TMK-1
D-566MG	0.394285714285714	DV-90	VMRC-MELG	DMS-153
HA7-RCC	0.396428571428571	HUH-6-clone5	Sarc9371	HT
UE6E7T-3	0.398809523809524	EFE-184	JHU-013	KYSE-30
A2058	0.4	H2596	OSA-80	WM1158
AU565	0.4	H2596	Calu-1	Kasumi-3
LOUCY	0.4	OMC-1	MKL-1-subclone-2	Calu-1
GCT	0.4	Geo	BC-2	BC-3
EN	0.4	EW7476	EFE-184	Set2
C2BBe1	0.4	Calu-1	BC-2	MCC13
HPAF-II	0.404761904761905	TF-1	HT	HCC-33
BOKU	0.404761904761905	OUMS-23	Kasumi-3	NB(TU)1-10
NY	0.407142857142857	NK-92MI	NCI-H128	NCI-H220
PA-TU-8988T	0.409090909090909	OSA-80	PLC-PRF-5	KP-N-YS
8-MG-BA	0.40952380952381	MDA-MB-175-VII	UISO-MCC-1	786-0
RPMI-6666	0.413333333333333	RD-ES	P116	Kasumi-3
LNCaP-Clone-FGC	0.413888888888889	CP67-MEL	MC-IXC	VMRC-MELG
5637	0.416666666666667	CP67-MEL	Sarc9371	BC-3
GAMG	0.416666666666667	Kasumi-3	Takigawa	Geo
FU97	0.416666666666667	Sarc9371	K19	TF-1
YAPC	0.416666666666667	Sarc9371	PLC-PRF-5	PC-3_[JPC-3]
201T	0.416666666666667	K1	K19	P116
EKVX	0.416666666666667	K1	K4	K8
LB831-BLC	0.416666666666667	BC-3	BC-2	MKL-1-subclone-2
LB771-HNC	0.418518518518519	BL-70	BC-2	BC-3
639-V	0.422222222222222	P3HR-1	WM239A	CP67-MEL
GT3TKB	0.422222222222222	TI-73	TMK-1	HT
AN3-CA	0.422222222222222	U-CH1	Calu-1	Caov-2
SHP-77	0.422222222222222	BL-70	KMH-2	TI-73
451Lu	0.422222222222222	Calu-1	K1	K4
Farage	0.422222222222222	RD-ES	Jurkat	CRO-AP3
22RV1	0.422222222222222	P3HR-1	Tera-1	Sarc9371
SU8686	0.422222222222222	786-0	K8	OSA-80
GP5d	0.425	Geo	P116	H2596
BEN	0.425	BC-2	BC-3	BL-70
BHY	0.425	BC-2	BC-3	BL-70
LB996-RCC	0.425925925925926	BC-2	BC-3	VMRC-RCW
SISO	0.427777777777778	UISO-MCC-1	Set2	SW403
LB2241-RCC	0.427777777777778	BC-2	BC-3	VMRC-RCW
LNZTA3WT4	0.430555555555556	Takigawa	TI-73	HT
8305C	0.433333333333333	K8	786-0	H2596
8505C	0.433333333333333	K8	786-0	H2596
42-MG-BA	0.439285714285714	MDA-MB-175-VII	UISO-MCC-1	KMH-2
REH	0.44	RD-ES	Geo	Set2
DOK	0.44	DV-90	DMS-153	MKL-2
DEL	0.44	DV-90	Geo	DMS-153
RXF393	0.444444444444445	HCC-33	WM239A	CRO-AP3
EJM	0.45	EW7476	EFE-184	Set2
23132-87	0.45	A1847	MB157	K1
DIFI	0.465	DV-90	Ishikawa(Heraklio)02ER-	DMS-153
